model,essay_id,respondent_id,question_id,sample_row,prompt_category,prompt_question,mean_total,sd_total,min_total,max_total,n_runs,range_total,cv_total,hitl_status
qwen/qwen3-32b,9b57eeff7d1d|a1047a09-89c5-40f4-92a9-398f17962a42|3560,9b57eeff7d1d,a1047a09-89c5-40f4-92a9-398f17962a42,3560,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",22.4,2.073644135332772,20.0,25.0,5,5.0,0.09257339889878446,Flagged for Review
qwen/qwen3-32b,9d375beac5e6|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|3263,9d375beac5e6,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,3263,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,32.0,2.2360679774997902,29.0,35.0,5,6.0,0.06987712429686845,Flagged for Review
qwen/qwen3-32b,9df5d81268e9|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|7759,9df5d81268e9,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,7759,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,17.8,2.4899799195977463,16.0,22.0,5,6.0,0.13988651233695204,Flagged for Review
qwen/qwen3-32b,9e3aa5bf9e1c|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|4339,9e3aa5bf9e1c,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,4339,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,22.6,4.449719092257398,17.0,28.0,5,11.0,0.1968902253211238,Flagged for Review
qwen/qwen3-32b,9e4b3c921fc7|a1047a09-89c5-40f4-92a9-398f17962a42|1101,9e4b3c921fc7,a1047a09-89c5-40f4-92a9-398f17962a42,1101,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",34.8,1.0954451150103328,33.0,36.0,5,3.0,0.03147830790259577,Flagged for Review
qwen/qwen3-32b,9fa79a217e4e|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|7716,9fa79a217e4e,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,7716,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,30.6,1.5165750888103102,29.0,33.0,5,4.0,0.04956127741210164,Flagged for Review
qwen/qwen3-32b,a2d506d1d19c|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|9159,a2d506d1d19c,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,9159,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,30.6,2.4083189157584592,28.0,34.0,5,6.0,0.07870323254112611,Flagged for Review
qwen/qwen3-32b,addc7ec0feb6|a1047a09-89c5-40f4-92a9-398f17962a42|7199,addc7ec0feb6,a1047a09-89c5-40f4-92a9-398f17962a42,7199,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",34.0,2.0,32.0,36.0,5,4.0,0.058823529411764705,Flagged for Review
qwen/qwen3-32b,b22a39f69ab0|a1047a09-89c5-40f4-92a9-398f17962a42|7116,b22a39f69ab0,a1047a09-89c5-40f4-92a9-398f17962a42,7116,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",26.0,4.847679857416329,19.0,32.0,5,13.0,0.18644922528524344,Flagged for Review
qwen/qwen3-32b,b22a39f69ab0|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|7117,b22a39f69ab0,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,7117,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,29.6,1.140175425099138,28.0,31.0,5,3.0,0.03851944003713304,Flagged for Review
qwen/qwen3-32b,b4942d877e83|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|3098,b4942d877e83,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,3098,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,23.4,0.8944271909999157,23.0,25.0,5,2.0,0.038223384230765635,Auto-Approve
qwen/qwen3-32b,b98d76ae3fea|a1047a09-89c5-40f4-92a9-398f17962a42|4460,b98d76ae3fea,a1047a09-89c5-40f4-92a9-398f17962a42,4460,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",33.0,1.9999999999999996,31.0,36.0,5,5.0,0.060606060606060594,Flagged for Review
qwen/qwen3-32b,b9d951342abd|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|94,b9d951342abd,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,94,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,30.0,1.2247448713915894,29.0,32.0,5,3.0,0.04082482904638631,Flagged for Review
qwen/qwen3-32b,bc384d1fbff2|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|6158,bc384d1fbff2,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,6158,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,29.8,1.9235384061671341,28.0,33.0,5,5.0,0.06454826866332665,Flagged for Review
qwen/qwen3-32b,be9d13a7d293|a1047a09-89c5-40f4-92a9-398f17962a42|8721,be9d13a7d293,a1047a09-89c5-40f4-92a9-398f17962a42,8721,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",25.4,2.408318915758459,22.0,28.0,5,6.0,0.09481570534482121,Flagged for Review
qwen/qwen3-32b,bf75f8acad2a|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|7506,bf75f8acad2a,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,7506,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,31.2,3.563705936241092,26.0,36.0,5,10.0,0.1142213441102914,Flagged for Review
qwen/qwen3-32b,c38f7fe5384b|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|4215,c38f7fe5384b,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,4215,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,31.0,2.449489742783178,28.0,34.0,5,6.0,0.07901579815429606,Flagged for Review
qwen/qwen3-32b,c5ef1cf2c0e0|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|6284,c5ef1cf2c0e0,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,6284,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,30.0,2.7386127875258306,28.0,33.0,5,5.0,0.09128709291752769,Flagged for Review
qwen/qwen3-32b,c967f9c5e0f9|a1047a09-89c5-40f4-92a9-398f17962a42|2368,c967f9c5e0f9,a1047a09-89c5-40f4-92a9-398f17962a42,2368,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",30.6,1.1401754250991378,29.0,32.0,5,3.0,0.037260634807161366,Flagged for Review
qwen/qwen3-32b,c967f9c5e0f9|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|2369,c967f9c5e0f9,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,2369,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,33.0,2.3452078799117144,31.0,36.0,5,5.0,0.07106690545187014,Flagged for Review
qwen/qwen3-32b,ca28d8d3fbe5|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|2958,ca28d8d3fbe5,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,2958,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,30.8,1.6431676725154982,28.0,32.0,5,4.0,0.05334959975699669,Flagged for Review
qwen/qwen3-32b,ca28d8d3fbe5|a1047a09-89c5-40f4-92a9-398f17962a42|2956,ca28d8d3fbe5,a1047a09-89c5-40f4-92a9-398f17962a42,2956,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",29.0,1.5811388300841898,27.0,31.0,5,4.0,0.05452202862359275,Flagged for Review
qwen/qwen3-32b,ca28d8d3fbe5|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|2957,ca28d8d3fbe5,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,2957,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,31.0,1.8708286933869707,29.0,33.0,5,4.0,0.060349312689902276,Flagged for Review
qwen/qwen3-32b,ca6f9a6e602c|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|6950,ca6f9a6e602c,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,6950,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,25.8,1.4832396974191329,24.0,28.0,5,4.0,0.05748991075267957,Flagged for Review
qwen/qwen3-32b,cc8ce030d890|a1047a09-89c5-40f4-92a9-398f17962a42|7548,cc8ce030d890,a1047a09-89c5-40f4-92a9-398f17962a42,7548,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",31.8,2.489979919597747,28.0,34.0,5,6.0,0.07830125533326247,Flagged for Review
qwen/qwen3-32b,d41825f4d840|a1047a09-89c5-40f4-92a9-398f17962a42|5342,d41825f4d840,a1047a09-89c5-40f4-92a9-398f17962a42,5342,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",29.6,3.049590136395381,26.0,33.0,5,7.0,0.10302669379714124,Flagged for Review
qwen/qwen3-32b,d41825f4d840|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|5343,d41825f4d840,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,5343,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,32.0,2.6457513110645903,29.0,36.0,5,7.0,0.08267972847076845,Flagged for Review
qwen/qwen3-32b,d62370ba9caa|a1047a09-89c5-40f4-92a9-398f17962a42|3832,d62370ba9caa,a1047a09-89c5-40f4-92a9-398f17962a42,3832,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",33.4,1.3416407864998738,31.0,34.0,5,3.0,0.040168885823349515,Flagged for Review
qwen/qwen3-32b,d651f7edd84d|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|3329,d651f7edd84d,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,3329,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,16.6,4.774934554525329,14.0,25.0,5,11.0,0.28764665991116434,Flagged for Review
qwen/qwen3-32b,db19d118da54|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|8616,db19d118da54,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,8616,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,30.0,3.9370039370059056,26.0,35.0,5,9.0,0.13123346456686352,Flagged for Review
qwen/qwen3-32b,dcab3dc41ef1|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|2726,dcab3dc41ef1,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,2726,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,26.6,1.3416407864998734,25.0,28.0,5,3.0,0.05043762355262681,Flagged for Review
qwen/qwen3-32b,df866b35ad62|a1047a09-89c5-40f4-92a9-398f17962a42|2914,df866b35ad62,a1047a09-89c5-40f4-92a9-398f17962a42,2914,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",34.8,1.7888543819998308,32.0,36.0,5,4.0,0.05140386155171928,Flagged for Review
qwen/qwen3-32b,df866b35ad62|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|2915,df866b35ad62,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,2915,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,32.2,1.7888543819998324,30.0,34.0,5,4.0,0.055554483913038265,Flagged for Review
qwen/qwen3-32b,e31b5c6c663d|a1047a09-89c5-40f4-92a9-398f17962a42|410,e31b5c6c663d,a1047a09-89c5-40f4-92a9-398f17962a42,410,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",27.0,2.449489742783178,24.0,30.0,5,6.0,0.09072184232530288,Flagged for Review
qwen/qwen3-32b,e9dd075c0134|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|6623,e9dd075c0134,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,6623,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,31.2,1.9235384061671346,29.0,34.0,5,5.0,0.06165187199253636,Flagged for Review
qwen/qwen3-32b,e9dd075c0134|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|6622,e9dd075c0134,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,6622,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,32.2,2.167948338867879,31.0,36.0,5,5.0,0.06732758816359873,Flagged for Review
qwen/qwen3-32b,ed262e8b275b|a1047a09-89c5-40f4-92a9-398f17962a42|7840,ed262e8b275b,a1047a09-89c5-40f4-92a9-398f17962a42,7840,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",29.8,2.8635642126552705,26.0,33.0,5,7.0,0.09609275881393525,Flagged for Review
qwen/qwen3-32b,eee1fbeeafe4|a1047a09-89c5-40f4-92a9-398f17962a42|1969,eee1fbeeafe4,a1047a09-89c5-40f4-92a9-398f17962a42,1969,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",26.6,1.9493588689617931,25.0,30.0,5,5.0,0.07328416800608245,Flagged for Review
qwen/qwen3-32b,f0cbd49c525a|a1047a09-89c5-40f4-92a9-398f17962a42|7883,f0cbd49c525a,a1047a09-89c5-40f4-92a9-398f17962a42,7883,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",32.4,3.5777087639996634,27.0,36.0,5,9.0,0.11042310999998961,Flagged for Review
qwen/qwen3-32b,f226b2d710dd|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|1296,f226b2d710dd,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,1296,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,28.4,2.073644135332772,26.0,31.0,5,5.0,0.07301563856805535,Flagged for Review
qwen/qwen3-32b,f226b2d710dd|a1047a09-89c5-40f4-92a9-398f17962a42|1294,f226b2d710dd,a1047a09-89c5-40f4-92a9-398f17962a42,1294,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",32.2,2.280350850198275,30.0,36.0,5,6.0,0.0708183493850396,Flagged for Review
qwen/qwen3-32b,f5480aa1a008|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|8323,f5480aa1a008,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,8323,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,31.6,3.2093613071762426,27.0,35.0,5,8.0,0.10156206668279248,Flagged for Review
qwen/qwen3-32b,f68c8a483883|a1047a09-89c5-40f4-92a9-398f17962a42|6472,f68c8a483883,a1047a09-89c5-40f4-92a9-398f17962a42,6472,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",31.6,1.8165902124584947,29.0,34.0,5,5.0,0.05748703203982578,Flagged for Review
qwen/qwen3-32b,f8a021b20bbf|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|9069,f8a021b20bbf,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,9069,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,35.2,1.7888543819998322,32.0,36.0,5,4.0,0.05081972676135886,Flagged for Review
qwen/qwen3-32b,fa65d9a76b96|a1047a09-89c5-40f4-92a9-398f17962a42|741,fa65d9a76b96,a1047a09-89c5-40f4-92a9-398f17962a42,741,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",23.4,2.408318915758459,20.0,26.0,5,6.0,0.10291961178454953,Flagged for Review
qwen/qwen3-32b,fa65d9a76b96|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|742,fa65d9a76b96,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,742,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,27.4,2.408318915758459,24.0,30.0,5,6.0,0.08789485094008974,Flagged for Review
qwen/qwen3-32b,ff7ff475f8b7|a1047a09-89c5-40f4-92a9-398f17962a42|910,ff7ff475f8b7,a1047a09-89c5-40f4-92a9-398f17962a42,910,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",29.8,1.7888543819998315,29.0,33.0,5,4.0,0.060028670536907094,Flagged for Review
